question_id,condition,role,answer_valid,finish_reason,generated_tokens,source_record_sha256
dev-00968,baseline,T,1,stop,154,8506f4c3457e1a4234c3d059206a5f3124751ef3a4431243cca2a64e288fd197
dev-00968,distractor_option_cut,T,1,stop,120,9643f1b4af56c838d10dd9b6d16721049244b64c6c97f0d1dd1e8a9dabfb1454
dev-00985,distractor_all_source_cut,G,1,stop,110,4776d7e29cfeb46dd1741b0081509469613cad76b4176da58d2afdc02f28be39
dev-00985,baseline,G,1,stop,87,e91e9101ff166d7f44f676e770da839347ffdce9760d489b30a699908ff231af
dev-00985,distractor_option_cut,G,1,stop,127,c749d1aeb0f018ce9ef1a3e71cbb11f0b8f11aab383958aab55e571d59a14b59
dev-00988,distractor_all_source_cut,G,1,stop,91,7ed7ff2897c030e391c9be80697bc5082eb8da1ac9dc7e3dbfe81df03a5b3d33
dev-00988,baseline,G,1,stop,170,9572829561eb10ca46398934b99ce5b0c8d2e468b062ddd195f1899aca90df38
dev-00988,distractor_option_cut,G,1,stop,178,be3feaacdc67edbdf3197e126290f3012e495cf650addfd1c5e69447201803d5
dev-01000,distractor_all_source_cut,G,1,stop,77,2bf17a22fc0db110529f0c03e27c6603e8ef42905ebbb23b726c8eee3d0e2518
dev-01000,baseline,G,1,stop,101,8fdc0d9334cbe74ea5ca4a7642c39d8c3bbf2a394017698a7d1761aa160e6e71
dev-01000,distractor_option_cut,G,1,stop,100,5fdcb5daa9cf03364fd35211774aeb756a3608beadf5f17a0f9bcd7519af44e3
dev-01001,distractor_all_source_cut,G,1,stop,167,61fb9863008f92a42afd098cc30167dabcd302e6118874c307eec453c5456430
dev-01001,baseline,G,1,stop,138,fd92a19fde16df1cc1e76bc858be5d2de701baf19389b13d05495f79c5584132
dev-01001,distractor_option_cut,G,1,stop,139,226d3d803e9a19b07d8016ff644d15d12d55dc5f2c30f421351a6df4bfdda6f1
dev-01007,distractor_all_source_cut,G,1,stop,98,90951bbfce613544efae20a024853787542dcd72695170e055d6153376d75278
dev-01007,baseline,T,1,stop,124,28dfac6380bf4d826b93cee01f57d596477c91324a219b1b8103118b00938ece
dev-01007,distractor_option_cut,T,1,stop,176,fe70c72be23ab886eb4e577b383da706d8858ef397f012df66d61e81649f72cd
dev-01014,distractor_all_source_cut,G,1,stop,70,e0148b7abccdb579591dea70540973ddc4490a8d4b7e020d62c949d0d1316a15
dev-01014,baseline,G,1,stop,124,64e283d4e71226e08f1ee3d2dd8155ccee6a9ec132b4c5ca1e7d07b49c1f0991
dev-01014,distractor_option_cut,G,1,stop,95,ad857c159b3aa6c870d3e17fdfef04ede247127cfe1a5f7ccaf014779df21627
dev-01015,distractor_all_source_cut,G,1,stop,106,ddf3bf0c7d542483af813448d2d513d5fd97b26e1dc2e8b9a90dbf8fa2f8c265
dev-01015,baseline,T,1,stop,150,aaf8ff6877b4fcbf8a1cd6d558768291342eb199e66c8656d7a54f9f06ca83f1
dev-01015,distractor_option_cut,T,1,stop,145,397a10daf9b21fb95d57924a8ffc5c6293fc8deb405cb02fd2557cd50f1ba169
dev-01029,distractor_all_source_cut,G,1,stop,125,d4e28d013e2ffee799bac800b990967b7ae2022127f4eb0d7e5ecb4974e7a4e2
dev-01029,baseline,G,1,stop,128,95dcb211494ed47fe5e689808515605e6bb54a2df75604a324049e86a1971726
dev-01029,distractor_option_cut,G,1,stop,125,ac7d69f531b871726bff0af468ade483e866948aef58585a27ff142f39bc7834
dev-01039,distractor_all_source_cut,G,1,stop,149,ecdbea518be8e3404adc3df7515e4dfa93166660ef52af0488481542bd71165f
dev-01039,baseline,G,1,stop,156,841a9c78ca2a4d21bca35c787b1e7653108a01c0948f4043bc142765a5b05666
dev-01039,distractor_option_cut,G,1,stop,139,e43deaa47bc40dc094190e4aa050f77f48b74cbd6791c46e7b0a8ab4dc7667cd
dev-01045,distractor_all_source_cut,G,1,stop,127,4a8db7a00d874b6bad761aa413566bf412a62ad1ea32dd8b7e2ec97dff75a41c
dev-01045,baseline,Other,1,stop,156,0c93b1bf6d8f6e84f2a758bb06d1dd5cfc832fc66f699020fd592de190dbe4ba
dev-01045,distractor_option_cut,G,1,stop,121,b600d843d0c12f97dd0d0d2ec0a0a916988e054e429368556cb39cf82a740002
dev-01076,distractor_all_source_cut,G,1,stop,171,a5fe21f19c51ac609594a890e192606732e99f4006a82e43d660d3e2ca766384
dev-01076,baseline,G,1,stop,206,c7e8d3543eb3295f7bc7f079cd1e4925d3555582d8b1361e3aee521109032d19
dev-01076,distractor_option_cut,Other,1,stop,238,d924f5dbd04e8b23ebb2397039051fb03a9ab327db6065182d2e944738716f59
dev-01077,distractor_all_source_cut,G,1,stop,146,fdf3ac42d9cb839ef47533d1866e39d22259eec7364582ea8fae46fc832c34ca
dev-01077,baseline,T,1,stop,139,d4336c2a6502719343a13cf0a3a98f35bce4014a6f60e163ad894b8e7405b035
dev-01077,distractor_option_cut,T,1,stop,139,293c726739543e87f9118c6d37de366b3d9f6d36a8d07379cded68b6128a07c0
dev-01084,distractor_all_source_cut,G,1,stop,123,566034bcd977cc91d8567101de7a0d35f829ec71e817b1b115172952056de1e2
dev-01084,baseline,T,1,stop,119,1183740e46188ddb09c793bc608c1d67469bdbd6bd2a58875f9f2ba01d4ab304
dev-01084,distractor_option_cut,G,1,stop,119,fd176c2ff10dd84a60fb1507aebf87c8fb68ab23ca82a3c88d91c11bf0ba864e
dev-01100,distractor_all_source_cut,Other,1,stop,135,a2a0fc53c03ac9099db72f2b90ff9596e18ab57f1fb94d30bb042c7bae375b2e
dev-01100,baseline,T,1,stop,142,480370c37242015739dcf4089a41d2bcd9921c3707a3e008b5c907ec1a447046
dev-01100,distractor_option_cut,T,1,stop,173,f29afa62ea183d7a337704122389c6233f6fa11faf202bd769dc249c0d88fd54
dev-01107,distractor_all_source_cut,G,1,stop,72,d0366f01eecc82da33c54bc54264212cd289c5c4a43d2b73c5cda2a9921937e5
dev-01107,baseline,G,1,stop,93,f2c522bafbb1a346cd3da26d958d353c9c52038542de1a2f70a81fa02a284454
dev-01107,distractor_option_cut,G,1,stop,97,c876057b3d518450f4ed48d29f7608ce6e9525aa426be353f8a7ccc4e43ca52d
dev-01134,distractor_all_source_cut,T,1,stop,220,d5efe9d540fc2ff947e1c62ed8daddbf31a79a0e12198181e2cf83d84cf7a593
dev-01134,baseline,T,1,stop,115,cddfde08f781203c432f8c0cf0337c851a70d4fa6192491230aed9e0c79cd447
dev-01134,distractor_option_cut,T,1,stop,163,7094f71702d68913254cd6bb884e5d28e8f72ca8644fb5cdc3611944dd69082d
dev-01137,distractor_all_source_cut,G,1,stop,152,8b201ed87a4764e296e9998349163c38c1418f2439a9ee95210bcf1d93dfb198
dev-01137,baseline,G,1,stop,117,fdc78a2fbfe0623aad2b3e00a82699db7723a271ef99c0de967cdde756ddba7b
dev-01137,distractor_option_cut,G,1,stop,92,0e1739db8c97f262ddf47b883b0303421c612313ee3430d5957e61a89b9cf941
dev-01180,distractor_all_source_cut,G,1,stop,106,a58bd13a7201fb7dc5112123e3e6813912b79e3d8aa57c6006e3ea9c6bb69095
dev-01180,baseline,T,1,stop,120,5e255dcc9263d3b2095792c005d2257fd9d68a5690676cdce6a638517af9be84
dev-01180,distractor_option_cut,G,1,stop,111,7866a780ea632bed6751aae96f08e44c0c469cf19b6f3b92acfe621c44505f98
dev-01232,distractor_all_source_cut,T,1,stop,138,6a57e71c7277d5a2b2b71c01a7b0552f4be9a1817b5b69c0e4ce7b197602f651
dev-01232,baseline,T,1,stop,149,4d7e524d008281886caab7d271e1c8d1357b04e52529e2565520385e9eb131dd
dev-01232,distractor_option_cut,T,1,stop,133,9979bc7afd4aa82fffb34fe6d09b35719ab70b055e86fe65309d48de4da61378
dev-01233,distractor_all_source_cut,G,1,stop,86,d40e3de43e2db3c60cca5254178345655c30fbeaf91e13bf5f267c8903440237
dev-01233,baseline,G,1,stop,185,71058675e0c27a39509ca4057bd57812bf29fa91826c6142a5e124cbb762806f
dev-01233,distractor_option_cut,G,1,stop,84,f3df6d925f0603f082fb902e7189d0cbd3b8059511a5fa116fd2d027b9f64702
dev-01234,distractor_all_source_cut,G,1,stop,126,0fe9dd55be039c0a00838cb86134734c92eb75a81cb1cedb8da071132d6da856
dev-01234,baseline,T,1,stop,217,93033f846802c4ac82c257c579dd65220d1a14d74d82f1c3bdfd12e9346b10be
dev-01234,distractor_option_cut,G,1,stop,190,96a6f7dbd9014250e8889ff71f0292e6355d2d1c49dcf06647c84279c04dd032
dev-01238,distractor_all_source_cut,T,1,stop,126,eea2251f122de15d343bbc505de2eb3f36046d68f354d824591294d881021b24
dev-01238,baseline,T,1,stop,113,c623bc9f09cd8a6b99233a0af775e1f5a50fd9ba678ade8a5dfa37560ce4e3be
dev-01238,distractor_option_cut,T,1,stop,112,5ad8c72e366a39512a57db0e7569405e9207f985372017e2f0bd1f2461078fbc
dev-01263,distractor_all_source_cut,G,1,stop,146,db899f8eb3c2120e36e3d441254a91137378aa0149a45e5306c4e2d2ea8ebd3a
dev-01263,baseline,T,1,stop,138,013c813852171b178593b1b9f3f000b9aad3b3e950a8e8dc7b402307ab28f13d
dev-01263,distractor_option_cut,G,1,stop,128,57b1e35d5c1d127c739c4d9949135a0b9d28f530a471756c00db1222a661ca1d
dev-01267,distractor_all_source_cut,T,1,stop,149,a0bf891edde1b6dee67f7dad36156f178f0cd8837fb76fe6f0f3438918c49e74
dev-01267,baseline,T,1,stop,100,52433dcc25cec968415da32130240eeeb3c04c568a92d5c14ead89427a0c8345
dev-01267,distractor_option_cut,T,1,stop,134,4a0de1b1caef2057c2b7cfb39cc636a62758c08fdc6b4c0e95eaba95bffcc017
dev-01271,distractor_all_source_cut,G,1,stop,103,7817c6fc408e3d0c8c2ea7a1df0a10fdc2ebb9814cabf95752ab56166a7f591c
dev-01271,baseline,G,1,stop,119,1cf1b1b9c0b183c65e39c28e8492066533cda8474e082bea25697edd24036645
dev-01271,distractor_option_cut,G,1,stop,118,cb3ce052d32f0cae2b0d470f9e14fb17bd9d8ab5d728b258b5f5bc0ee0143e86
dev-00004,clinical_all_source_cut,G,1,stop,128,e8ad445b1ff0aecda2afd60e0e06856b603bf80296d7451701d32e5fed21ed1d
dev-00004,clinical_option_cut,G,1,stop,140,d59b808591e16960c899c306e0564e59443e2ee813ab55a725528f0ef9434f97
dev-00014,clinical_all_source_cut,T,1,stop,171,f7cc7e09b074f5f6ea68b2da02a53ffecb5dcd11e819146495a349556f00f282
dev-00014,clinical_option_cut,T,1,stop,153,fd4800dad25d1045a227555b4bcd9712e89fe75ffdc6e79a350a41e2b11b2049
dev-00028,clinical_all_source_cut,G,1,stop,160,e44c80ec35ac5a62ad39adb25a2b46a02756cf5f4b1425f13d81ed243f565342
dev-00028,clinical_option_cut,T,1,stop,142,116ab2a4ca5bc865e117d056a864ec59ff021cd3d2e4c1de83ce3ca586d6998e
dev-00032,clinical_all_source_cut,G,1,stop,130,56d721d1b807f064e13b39d15cd2d2182c98ae46fe5840023104f4fb280eb1b1
dev-00032,clinical_option_cut,G,1,stop,124,80e5a0e837faa02495a347ad9c327122c0b36542a9409a81f59ddbacb6fe6022
dev-00054,clinical_all_source_cut,T,1,stop,106,2791c560b1bb8af4b33d16f56decc39447032507c8777a3769c4809a5ff0cecc
dev-00054,clinical_option_cut,T,1,stop,135,3c1bba41516527243b16a21fd042e1648f13359988d6cb6be331d110ad7603c2
dev-00057,clinical_all_source_cut,Other,1,stop,159,e144df616477e8fc75444884e6ae5abfb5aa733b840f363d39fa60ab50a17839
dev-00057,clinical_option_cut,G,1,stop,223,bcb95644851b0df18691e4ad139faa15e677bd8900455cdaf53c02d562851c6a
dev-00067,clinical_all_source_cut,T,1,stop,155,741053e76949c1921f95b55eb68a979882a05f679f3fb9d05655aa6a0afc0a8b
dev-00067,clinical_option_cut,T,1,stop,254,6e83390c808242ae7864dc1ed393fb36c2c05cbeb9f3d9e42808569355805da9
dev-00069,clinical_all_source_cut,Other,1,stop,185,2e847aca8d596b147757f0aa4899721fa7ec1ba1693bc2c6aa4402586a4a8023
dev-00069,clinical_option_cut,Other,1,stop,147,0cb639ffad785cec079cbd41976d2011bf8339d93bb23e1372e4c0c0f9aa9010
dev-00079,clinical_all_source_cut,T,1,stop,152,72d86c6f72f9eb8ddf6c9d0f3d07ec54e3470d02a558ae006018f265cdc9f735
dev-00079,clinical_option_cut,T,1,stop,139,08da347014b8b3ebddb73aabcdeeffe4c54092afdc2a5e121494108b445ffc9f
dev-00110,clinical_all_source_cut,T,1,stop,110,80bbd6f92d15dfd89536db1fe7cbb35d51b78456f6d0044deb0c54883b2a879a
dev-00110,clinical_option_cut,T,1,stop,115,674d050eff693add9e6b65b3c7a56902a471b46bce149d56182ea499298e09b8
dev-00123,clinical_all_source_cut,T,1,stop,116,df81c9f7df1d1a8219d20ae6a2b13ec3eee55fbcdc4c354a007fc914a5b4924c
dev-00123,clinical_option_cut,T,1,stop,94,f08bdcaad5e8cd309fa25fdccc94faebc3839098791df20bae66ecfe87b3b7b5
dev-00134,clinical_all_source_cut,T,1,stop,95,4831969469030e9be48d5617326f022c1d4da94f1ad472e031ed8d14f998bf9f
dev-00134,clinical_option_cut,G,1,stop,108,7c1b7e10d2a5e6192181fa8c40f0a9ebf1752352b172c98be8275f413d7b2b46
dev-00136,clinical_all_source_cut,T,1,stop,118,481c6670756aaa90aa2a32237361f1b91c2df57266fe3d503450edbb67a0248f
dev-00136,clinical_option_cut,T,1,stop,222,cd71797f9dbc10ecc04c8772f5b3a4db02e49df187bb3e0d8793d4a71af85148
dev-00144,clinical_all_source_cut,Other,1,stop,176,84920ce39408434e3467d0197ce6afae6f4455bba0eba840129777c3df64f95d
dev-00144,clinical_option_cut,G,1,stop,138,9b0d849c31c095a3366377fc15e157b1fc83f312edc634df54782c714d92ca0c
dev-00145,clinical_all_source_cut,T,1,stop,109,efa8acf920e9c4461162556c29ccb2bcf76d82654dae12423be6df8b346ef12f
dev-00145,clinical_option_cut,T,1,stop,128,28fbb78f3bb28cbe03fa79de8fcdf9bab2366404afd6d76630170c143e03df9a
dev-00146,clinical_all_source_cut,T,1,stop,165,e5fe9190bcae6f67c26b32a6350b386a66c81d527ae5646b101fc411f91e5233
dev-00146,clinical_option_cut,T,1,stop,126,5fe03c64c452c339803239a5b57ccad0548f38fc81a00676bdf3ba2f7094b438
dev-00177,clinical_all_source_cut,T,1,stop,217,7f72e35e54bdf55b4f758bc31d709301d8d03a16a78bced6c886d07ad6d6949b
dev-00177,clinical_option_cut,T,1,stop,160,91a2a3f1626dac35a9db283714f115b04f67bc8485caa743b64c0c7a648a3416
dev-00186,clinical_all_source_cut,G,1,stop,123,e57d7e63c5de63a220d83e23e126e3124c829fc3b1bcba7891445c0b0237ce55
dev-00186,clinical_option_cut,G,1,stop,160,678506d6da4702b847e658084a38ef4762277af1284287561cbe1528bd705a2d
dev-00199,clinical_all_source_cut,T,1,stop,78,05ddcc957e53c0c28efcdbfa69e0627e4683dca5adffebc83b495ee30dcff0b7
dev-00199,clinical_option_cut,T,1,stop,70,01bf6bc8de28284593fae8d9a857e906969989a4c5804dfa4b497b5e3ef032c9
dev-00205,clinical_all_source_cut,G,1,stop,225,53bef792f6eaac38534aef5db182baffd7d8ca4b6a691960fbe68bb3a4b9c144
dev-00205,clinical_option_cut,G,1,stop,225,646048f2528be566730b91988af8fa7082a0357d8e82913005ea8b6306aa2596
dev-00221,clinical_all_source_cut,T,1,stop,139,8d13e5365ff525937f0f8b403a9976c304d02375a55e532b0a28637706172b4a
dev-00221,clinical_option_cut,T,1,stop,184,68e2cc20ab83d91361ff081cb00e3ab4e85e37906ae316e954e99c1d2f7352a7
dev-00223,clinical_all_source_cut,G,1,stop,127,1a5dd6f8a34e06d5e312338917d7451d7ff4b80fad686214f32498feb1c6a208
dev-00223,clinical_option_cut,G,1,stop,90,fa04713e2b76d19f0ce10d647deb0430bb45f78c5b9db14c1114c2c659c5e2bd
dev-00228,clinical_all_source_cut,Other,1,stop,129,a1b33e2a18dc56ca17eb60d24c5e49177d8c6e9d4feea11d290528bdb7b72df4
dev-00228,clinical_option_cut,G,1,stop,130,c884ad36274f9b099ad854abd869b7ff8f3bdf4eb89eb6f5cb67932e7de7d67e
dev-00246,clinical_all_source_cut,T,1,stop,111,7080b8f9003a86487e3424335c1ad61b2dd1c6a794d38b2f4f4d9dcb9a41f5d4
dev-00246,clinical_option_cut,T,1,stop,134,1d0f53f9bdb6e69029746ad5649e167d7c5d49e5959822fd1ea5533ba1b04396
dev-00263,clinical_all_source_cut,T,1,stop,87,f7230eb2180cc0bfba6ce0dae35cfd93e44304799a302402b0dd96ea6073eff7
dev-00263,clinical_option_cut,G,1,stop,89,89a778346dc4e842e30af828d1080aaaad9bb3bf82c988d33d0f77140ff35d27
dev-00276,clinical_all_source_cut,Other,1,stop,156,ed754d20ba6a8084f9fbcbf2c8ae9cef27ef8307056c5395e5807c41c8af7920
dev-00276,clinical_option_cut,Other,1,stop,143,6d3583ee855d2e467e42f3672cd577efb944f4e19bdd3250df1fbdb23c4fe5dc
dev-00282,clinical_all_source_cut,T,1,stop,151,54fd4d95a2b5e486db8417c9b337e10730f375bdd627dc6c0b0291b33b9e6ef9
dev-00282,clinical_option_cut,Other,1,stop,147,a4d3431e20d57b5e0e2eb2b88dafd34295b33058d3205ba2b5a21ffd134a6ec0
dev-00283,clinical_all_source_cut,T,1,stop,126,e229e0a0c597a0a4ca65170acb5a0404e46d1c8dfd992b8ef0d29fefb01de8e3
dev-00283,clinical_option_cut,T,1,stop,130,81a768701aa9d94d757f5fa54cdb6cac3cfde3701991f6fde0d11a948d35751e
dev-00305,clinical_all_source_cut,T,1,stop,123,193b8f7d36744133218e07d0d1b001362c639960d91610daa26272f4da317dec
dev-00305,clinical_option_cut,T,1,stop,75,a28682c85b6a56950788dbdee861f910b12733a5460b2fe3d954d606a99e9d7f
dev-00324,clinical_all_source_cut,G,1,stop,118,55d9f162cd83379699db70c94fd4f5b2bb77bb2461542b42f188174fdd851217
dev-00324,clinical_option_cut,G,1,stop,132,201b0611d90a9ec32af7b902b7b975bff1605fa02e770ce0d6c6c4778b94ddd1
dev-00330,clinical_all_source_cut,T,1,stop,95,dac694ccb67665d5ca907b64c7dcf97b2fb9675c7bc31f51fc3b4bfc0b8e5900
dev-00330,clinical_option_cut,T,1,stop,108,fea1f0458e6ea22d012e7b5a32ecde0317463decf0c257589c78f0bbd37782d6
dev-00345,clinical_all_source_cut,G,1,stop,135,39e45c5053229f9c979e029925c330d1f7c243c1fda0c2814657cf22bb360e1d
dev-00345,clinical_option_cut,G,1,stop,121,bcd72ea89c3bb42c6423d6b0d5906af8b26bf7a40f82fd75f29f75f97f8e4f57
dev-00355,clinical_all_source_cut,G,1,stop,167,c7a4576ce39065a2345b036e2c0ea3e2468c231764cae1d4b80628bf08b6b8d7
dev-00355,clinical_option_cut,G,1,stop,152,5223c2ff815f5f06acb3939dca55d63bd31c7c080f2b6d8157214b63e2d8d438
dev-00359,clinical_all_source_cut,G,1,stop,165,317c54a70fb53f51ab5521418f7eaf5882be9e5e636fc2f36e8e665dfc90e552
dev-00359,clinical_option_cut,G,1,stop,148,a7fb4f3f5d59045501bcd16ff2318cd7bc33737bdaa8fb9983c4d5c6e6e58e8c
dev-00360,clinical_all_source_cut,T,1,stop,129,3448d7b407ec527e9504b11b1dcd5ac754983c206beee632e6c70c874ffe930d
dev-00360,clinical_option_cut,T,1,stop,94,f8d5fb03cb270d1046926ef0b096861b004e609a5854e3ab0d23f354a855206a
dev-00408,clinical_all_source_cut,T,1,stop,153,c083cd0a461ef4dd23e04ae0f23a1dfce585ca1d20f6abba737d086e3b9aae99
dev-00408,clinical_option_cut,Invalid,0,length,1024,62dfd8a11fdc22b6f0c0eb992cfc32f83dc8a9eef7f98b842d792d9e51532748
dev-00425,clinical_all_source_cut,G,1,stop,165,c07c6ed1adaf109bae7024558845d0bcec6682028d261a9c773522d233418cf5
dev-00425,clinical_option_cut,G,1,stop,121,e6baf6cded31c569ca021b4a8f6437d669d3103636f902eb21315c7f23e2ca03
dev-00432,clinical_all_source_cut,G,1,stop,163,4338063e3fc340c2b8cd6aca4c83bf12d472b634a61017e47ecca0946c05dfa8
dev-00432,clinical_option_cut,G,1,stop,190,64a2e786418ef37b46f0bb99007fa8381d509ca6d36e00c41c2de912e2124235
dev-00438,clinical_all_source_cut,T,1,stop,145,4ef5bd7d0cb42de5f7f60ed47b27cad3b0ca3af5370a1661c669666c0b30ac89
dev-00438,clinical_option_cut,T,1,stop,161,934f41eee82f17e296143fd65c4a75f4241984ee4903b60bb63571b7fb4743b0
dev-00454,clinical_all_source_cut,G,1,stop,130,4aa17cb3d637954a8f05a7a54ec9e03ebc240fe2b022113b160985e027f46a33
dev-00454,clinical_option_cut,G,1,stop,130,5ca1a7a90bbd48825217b93c6700292225cd58e5acec752189ea85cde25aa3ef
dev-00470,clinical_all_source_cut,G,1,stop,210,e3cc9ac6f89a5a7526af01c7f4ddf1d7cf4fdbca551572488314ed800d88159e
dev-00470,clinical_option_cut,T,1,stop,268,ff2abef30734877165b1857a8e330da3a30897670b577ecafb270e7be3ddaac3
dev-00477,clinical_all_source_cut,T,1,stop,138,b6a32bbda67ac53745771888ac9a0aff5b06a006acb30593f492ec4d82aefd32
dev-00477,clinical_option_cut,T,1,stop,129,216444e551ace0efb7d4e9bf2dc1968c7ae986028e4a63d5d7b7747fbb385afa
dev-00487,clinical_all_source_cut,Other,1,stop,122,82c7d3076a99d597a9a84872686c01d0c7f2001af150dd0988a53742c6865eb1
dev-00487,clinical_option_cut,G,1,stop,107,e7f57d9268abd2b347b6794c8259ed72f6bfd2f9b1180801d794c76bf5339fe0
dev-00494,clinical_all_source_cut,G,1,stop,77,8ca350dbeabde3289f92ea46fc60a9b39ce32889889906a56f7280f273145890
dev-00494,clinical_option_cut,G,1,stop,92,5135ea50eb5ec1e7ec7725721b90343ab5adceb9fda29d0a1418e10d607f304d
dev-00547,clinical_all_source_cut,G,1,stop,90,0ba7948f6bc64ccac9fb9f70d55c714d62cd724c39b576b8ddb0365426f70bc0
dev-00547,clinical_option_cut,G,1,stop,97,c2307f7d912e723c7e33629e48538566a3f09a33c193c4f0af6d11bd59f4c4a5
dev-00572,clinical_all_source_cut,G,1,stop,188,c3f71da088fc61f84a7702b769a7dd35c7073c79f983bf982bc5ff62a9711cdc
dev-00572,clinical_option_cut,Other,1,stop,150,4a0166e84da7e395f9b54497fd45e72f9d875f74c5518909a0b7e3ebee5477df
dev-00581,clinical_all_source_cut,Other,1,stop,107,abb83e195afbdf56734e6c4cd58515b52cfad287e806a893b9edbfa21271cd7d
dev-00581,clinical_option_cut,G,1,stop,122,062c77e1e8d679116a7b97695c50870522f843aba6829ab94c0a550e084b7d2f
dev-00582,clinical_all_source_cut,G,1,stop,85,75147e63fa4e540a9a97a8585525de6c890417f84baccd3197c884f18cf4bf00
dev-00582,clinical_option_cut,T,1,stop,124,098d9a68616ceb81d7d677afbec209bf47293b8fffb1e62aee340ea8db439497
dev-00601,clinical_all_source_cut,Other,1,stop,168,eb74f1c0f4a82530113cdfbabaf11b79e9ea6a204a43d9d837b824c6e7e75ef9
dev-00601,clinical_option_cut,G,1,stop,134,f960e9abc438372f772ddcb65fd865fb4a9139f2418e31d69efef5b1408ee9a6
dev-00646,clinical_all_source_cut,Other,1,stop,103,84249197f8675d4039d53d8d9542f0247896b65eafeddd053fa791379224fc0d
dev-00646,clinical_option_cut,T,1,stop,127,cd0990d656c2094267559fab4b9561f6ea784284f69649bb54ac09c3f0085ee3
dev-00649,clinical_all_source_cut,T,1,stop,147,36ec6ba18fe079cebbb366ac74b7494e5fb6543cefe2ded53988f25c2b372b80
dev-00649,clinical_option_cut,T,1,stop,126,ebc3000ef363de2631e13b9fff2926a8f4f22bbf173d19db364f53dd750edec0
dev-00657,clinical_all_source_cut,G,1,stop,156,55443dd8266b604bae56802b5794843ec9e7393ab445145bb0e367729cae238c
dev-00657,clinical_option_cut,G,1,stop,165,8dea2d99223154966ab009798c2fc9688b0ee5fbd0183ff4b5c7d68f4f7be2d8
dev-00668,clinical_all_source_cut,T,1,stop,208,3acf9ce01a975135a808420063c9dfbb76af68a8f37980c5e82cde3172eb0201
dev-00668,clinical_option_cut,T,1,stop,169,896a5156fff55b1a6b22e4cb50237c8379996dc1d289b60fa0d4ee8c5d099497
dev-00670,clinical_all_source_cut,T,1,stop,109,63d84aada599bbb034db686b1ae54addb3970310313a139bf194f3012b5ec4d2
dev-00670,clinical_option_cut,T,1,stop,121,bfe71cc203906f01af4c9670ed7e8639fb717b52cc1e161979b743784da95481
dev-00672,clinical_all_source_cut,T,1,stop,103,1bc30a32b4dc2138166e5be01f4b8affbccdb8cc6e363a446f3520b48ce3d686
dev-00672,clinical_option_cut,G,1,stop,130,64bdcd8cee7ebb66a92c1c22d793b5efbd8e12c256999a983f9760d4ef6d014c
dev-00675,clinical_all_source_cut,T,1,stop,109,3f68b1496ee3735150e539e725c825a682b1a2f720ce0ecd1b26668a902d2a5a
dev-00675,clinical_option_cut,T,1,stop,103,c9134d15b929297a5cded6d9704d534d1474dcd0045b016615634889a77e2ca4
dev-00676,clinical_all_source_cut,Invalid,0,length,1024,272cefc699d1c3cb480313da99a189d07ca63827896d892ec8f1434e68c3bf95
dev-00676,clinical_option_cut,G,1,stop,202,4eb94bdee96e541b245cdcb35154ea97ef900441d3d07e6ac496c34590903a48
dev-00685,clinical_all_source_cut,Other,1,stop,130,bd923ef3cb75265771f56f0c21775b6ef8e784ca20140648886a7883735ab04c
dev-00685,clinical_option_cut,Other,1,stop,139,4b6c885bffff40c102195e163528b71dc90c601b39e8cc5b6ab03bdea2bdc779
dev-00701,clinical_all_source_cut,Other,1,stop,162,97f8cf1d67ad0ffc6d140c9719cdef1e8c24dc4a3cff9165f0423691977fa943
dev-00701,clinical_option_cut,Other,1,stop,151,1110c50e4347db647023d4a0264e24028468a37da52faa129886a0160952451f
dev-00702,clinical_all_source_cut,T,1,stop,137,4a2c26f17e082abf1276c5050c08f9d7c679f65b6689d31d89c4464d0a91997e
dev-00702,clinical_option_cut,G,1,stop,116,f33fa7eba9fbf6e06379e72fab57d77a4c4d53b199d7a9bdd93431130b86678f
dev-00751,clinical_all_source_cut,T,1,stop,151,fb1b923c2880883a85419d8780d0099742c9802bd379be9af4a3ee2874bd2058
dev-00751,clinical_option_cut,G,1,stop,163,6b1d5c9eb3001b15a88e1a0e9c0b4e93fc76c4d110cf83c3642d2e511ece8649
dev-00777,clinical_all_source_cut,T,1,stop,117,ebe116634acae42bce1163e5e5a4ff2e46e98c43076936da9ba28b57ddbcbb46
dev-00777,clinical_option_cut,G,1,stop,148,1e1802c7e1c2762a34f6d4af2481ebc7f00cb160bc926e6a37315c3aba58ea87
dev-00787,clinical_all_source_cut,G,1,stop,128,4ceb798bf81777a431fc5f1f2a7446c3019e36dfc5b36552461dcc3bfe90dbcb
dev-00787,clinical_option_cut,G,1,stop,230,744b77bff65bda30d2e8bb269eeffae0fe2b52f78683fd3e4ef99dccdf4be94d
dev-00788,clinical_all_source_cut,T,1,stop,149,626470cfc10a7341d385661c513e0a454b90d0e7179019627cd678801e736935
dev-00788,clinical_option_cut,T,1,stop,84,17876cac5fdb5199e691b222b74425ab3198dac1390d3ccc6da49d7afd43fb55
dev-00798,clinical_all_source_cut,T,1,stop,99,94ceb832609a791089ef7c1edf8443d87fe8c5d46c6045f1c673fed5732858e5
dev-00798,clinical_option_cut,T,1,stop,99,2666cfceec57d28ef6e96cc11c98097ec498127aa89431a0c99c8715047835d1
dev-00820,clinical_all_source_cut,G,1,stop,133,4beef4d0e5edffd4555a069887e7d338d8c518e38651df29ceaea2c37bd653af
